umn_plantID,common_name,scientific_name,height,spread,form,seasonal_interest,seasonal_interest_specific,flower_color,landscape_use,light,zone,soil,notes
2240,Sweet Alyssum,Lobularia maritima,8 in,8 in,Mound,Early summer;     Late summer;     Mid-summer,Tiny fragrant white;  purple or pink flowers cover the plant,Pink;  Purple;  Violet;  White;  Yellow,Border;     Container;     Rock garden,Full sun;     Part sun,Annual,Adaptable,Shear back after flowering for repeat bloom. Will re-seed. Series: Easter Bonnet
297,Sweet Autumn Clematis,Clematis terniflora,30 ft,3 ft,Climbing;     Twining,Summer;     Fall,Very fragrant;  small white flowers in fall.,White,Fragrance,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Flowers in clusters are white with pink anthers. Free flowering  and very fragrant. Other names: C. paniculata.
2335,Sweet Basil,Ocimum basilicum,20 in,18 in,Mound;     Upright,Early summer;     Late summer;     Mid-summer,Spires of soft purple flowers.,Pink;  Purple,Border;     Container;     Edible landscape;     Pollinator garden,Full sun,Annual,Prefers evenly-moist,Use leaves and flowers fresh dried or frozen. Not frost tolerant. Good for pollinators.
2011,Sweet Caroline Hibiscus,Hibiscus moscheutos,60 in,48 in,Upright,Late summer,Buds are rose-like. The blooms are ruffly with darker veins and eyezone.,Bright pink, ,Full sun,"4, 5, 6, 7, 8, 9",Prefers evenly-moist,Winter protection is recommended.
1627,Sweet Dreams Tickseed,Coreopsis rosea,24 in,24 in,Mound,Early summer;      Late summer;      Mid-summer,"1.5"" wide flowers - white ray petals with a raspberry color at the petal base", ,Border;      Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9", ,Introduction from the Blooms of Bressingham program. Typical threadleaf foliage of Coreopsis rosea. It is a vigorous grower and will tolerate cutting back well. Good for pollinators.
2429,Sweet grapes beardtongue,Penstemon,6 in,18 in,Clump; Upright,Early summer; Mid-summer,Flowers on short spikes,Purple,Border; Cutting; Natural planting; Pollinator garden; Rock garden,Full sun,"3, 4, 5, 6, 7, 8, 9", , 
2014,Sweet Grass,Hierochloe odorata,24 in,24 in,Upright,Early summer;     Mid-summer;     Late summer;     Early fall; ,Fragrant;  invasive,White,Natural planting,Full sun;     Part sun,"4, 5, 6, 7, 8",Adaptable,Dried leaves can be made into braids and burned as vanilla acented incense
2750,Sweet Kate Spiderwort,Tradescantia,24 in,30 in,Upright,Early summer,Bold chartreuse yellow foliage and dark blue-purple flowers in summer,Blue;  Purple,Border;      Pollinator garden, ,"3, 4, 5, 6, 7, 8, 9", ,Also known as Blue & Gold. Can tolerate some summer pruning if it gets a bit tattered. Good for pollinators.
2352,Sweet marjoram,Origanum majorana,24 in,15 in,Mound,Mid-summer;     Late summer,Sweeter;  milder in flavor than oregano. Very fragrant.,Pink,Border;     Butterfly garden;     Container;     Cutting;     Drying;     Dyes;     Edible landscape;     Fragrance;     Ground cover;     Pollinator garden;     Rock garden;     Xeriscaping,Full sun,Annual,Prefers evenly-moist;     Prefers loam;     Prefers well-drained;     Tolerates dry;     Tolerates sandy soil,Use leaves fresh or dried. Good for pollinators.
664,Sweet Mockorange,Philadelphus coronarius,12 ft,8 ft,Upright,Spring;      Summer,Fragrant white flowers in summer.  Blooms on old wood.,White,Border;      Foundation planting;     Backdrop,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers well-drained,Blooms freely in spring.
2139,Sweet Potato Vine,Ipomoea batatas,10 in,50 in,Trailing,Early summer;  Mid-summer;  Late summer,Aggressive give space;  Heat tolerant,Bronze; Chartreuse; Purple; Red; Yellow,Container,Full sun;  Part sun,Annual, ,Cultivars: 'Sweet Caroline Red'  'Ace of Spades'  'Blackie'  'Marguerite'  'Tricolor'
57,Sweet Shadow Sugar Maple,Acer saccharum,45 ft,30 ft,Oval,Fall,Green summer foliage turns yellow/orange in fall., ,Pollinator garden; Shade tree; Street tree,Full sun; Part sun,"4, 5, 6, 7", ,Good for pollinators.
580,Sweet Sixteen Apple,Malus,15 ft,15 ft, ,Spring; Fall,White spring flowers. Medium to large rosy-red fruit with strips.  Crisp;  juicy;  very sweet with spicy;  cherry candy flavor. Stores for 5 to 8 weeks.,White,Attract wildlife; Edible landscape; Fruit; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers acidic; Prefers well-drained,UMN release 1977 (MN447 x Northern Spy). Can be slow to come into bearing. Good for pollinators. Blooms on old wood.
1682,Sweet William,Dianthus barbatus,8 in,12 in,Mound,Early summer;      Late spring, ,Pink;  Red;  White,Border;      Cutting;      Rock garden,Full sun,"4, 5, 6, 7, 8",Adaptable, 
1794,Sweet Woodruff,Galium odoratum,6 in,12 in,Mound,Late spring,Groundcover grown for whorls of lance-shaped;  fragrant foliage. Small;  fragrant;  white flowers bloom from spring-early summer.,White,Fragrance; Woodland garden,Part shade; Part sun,"4, 5, 6, 7, 8",Adaptable; Tolerates dry,Edible foliage. Can be planted under trees; tolerates dry shade conditions.
324,Sweetfern,Comptonia peregrina,3 ft,8 ft,Mound,Fall;      Summer, , ,Erosion control,Full sun;      Part sun,"2, 3, 4, 5", ,Stoloniferous shrub with upright branches and fern-like foliage.
1961,Swirling Fantasy Coral Bells,Heuchera,12 in,15 in,Clump;      Mound,Early summer;      Late summer;      Mid-summer,pewter-red dark veined foliage,Red, ,Full sun;      Part sun,"4, 5, 6, 7", ,An unusual heuchera with pewter-red dark veined foliage and red flowers.
722,Swiss Stone Pine,Pinus cembra,35 ft,20 ft,Pyramidal;     Upright,Spring;      Summer;      Fall;      Winter;      Year-round,"Dark green 3"" needles all year", ,Focal point,Full sun,"4, 5, 6, 7",Prefers acidic;      Prefers well-drained, 
501,Table Top Juniper,Juniperus scopulorum,5 ft,6 ft,Pyramidal;      Upright,Fall;      Spring;      Summer;      Winter;      Year-round,Silver-blue foliage all year., ,Focal point;      Foundation planting,Full sun,"3, 4", ,Dense  semi-spreading  flat-topped evergreen with rich silver-blue foliage.
971,Tahitian Moon Garden Wall,Rosa,5 ft,3 ft,Rounded,Summer,Fully-double blossoms range in color from pale to medium yellow, ,Border;      Foundation planting;      Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Own root. Good for pollinators.
2582,Takao Rudbeckia,Rudbeckia,36 in,30 in,Upright,Early fall;      Late summer;      Mid-summer,Flowers are golden with a brown center,Yellow,Border;      Cutting;      Natural planting;      Pollinator garden;      Prairie planting,Full sun,"4, 5, 6, 7, 8", ,Good for pollinators.
2146,Tall Bearded Iris,Iris germanica,28 in,15 in,Upright,Early summer,A variety of flower colors are available, ,Border;     Boulevard planting;     Cutting,Full sun;     Part sun,"3, 4, 5, 6, 7, 8, 9, 10", ,Needs division every 3-4 years
2716,Tall Meadow Rue,Thalictrum dasycarpum,60 in,48 in,Upright,Early summer; Mid-summer,Blue-green leaves at base - flowers attractive to butterflies and hummingbirds, ,Attract hummingbirds; Backdrop; Butterfly garden; Native; Natural planting; Pollinator garden; Prairie planting; Screen,Part sun,"4, 5, 6, 7",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained,Good backdrop plant.
1849,Tall Sunflowers,Helianthus giganteus,120 in,24 in,Upright,Mid-summer; Late summer,Large flower heads with edible seeds,Yellow,Attract wildlife; Border; Cutting; Native; Natural planting; Pollinator garden,Full sun,Annual,Tolerates dry,Other vining annuals can climb sunflower stems.  Tolerates hot dry conditions.
1298,Tango Weigela,Weigela florida,3 ft,3 ft,Rounded,Summer,Purple foliage and red/yellow flowers, ,Border,Full sun,"4, 5, 6, 7, 8", ,Part of the Dance series of Weigelas from Canada s Ottawa Experiment Station.
296,Tangutica Clematis,Clematis tangutica,20 ft,3 ft,Climbing;     Twining,Summer;     Fall,"Golden 1"" yellow  bell-shaped flowers.",Yellow,Cutting;      Focal point;      Fragrance;      Screen,Full sun;      Part sun,"4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Attractive seed heads  suitable for cutting.
731,Tannenbaum Mugho Pine,Pinus mugo,15 ft,6 ft,Pyramidal; Upright, ,Longer needles relative to size - green with hint of blue/grey, , ,Full sun,"3, 4, 5, 6, 7",Tolerates alkaline; Tolerates sandy soil,A very hardy dwarf pine tree. Compact pyramidal form with good winter color. Tolerates windy exposed conditions.
1738,Taplow Purple Globe Thistle,Echinops,36 in,24 in,Upright,Late summer;      Mid-summer,Violet-blue round flowers,Purple,Border;      Cutting;      Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8", ,Good for pollinators.
64,Tatarian Maple,Acer tataricum,25 ft,20 ft,Oval,Fall;      Summer,Yellow/red foliage; red samaras., ,Pollinator garden;      Shade tree,Full sun,"3, 4, 5, 6",Tolerates alkaline;      Tolerates dry,Similar to Amur Maple with better tolerance for alkaline or dry conditions. Good for pollinators.
1188,Taunton Yew,Taxus xmedia,4 ft,6 ft,Rounded, ,Bright green evergreen foliage., ,Focal point; Foundation planting,Full shade; Part shade,"4, 5, 6", ,Yews are best planted on north side of building to prevent winter burn; protect from winter winds.
511,Taylor Eastern Redcedar,Juniperus virginiana,25 ft,3 ft,Columnar;  Upright,Winter;  Year-round,Foliage is green with gray tint; slightly darker in the winter., , ,Full sun,"3, 4, 5, 6, 7",Tolerates alkaline;  Tolerates dry;  Tolerates poor,Discovered in the late 1970's by Allen Wilke near Taylor  NE.
726,Taylor's Sunburst Pine,Pinus contorta,15 ft,10 ft,Upright;     Irregular,Spring;      Summer;      Fall;      Winter;      Year-round,Bright yellow candles mature to light yellow-green, ,Border;      Rock garden,Full sun,"4, 5, 6, 7, 8", , 
1198,Technito¨ Arborvitae,Thuja occidentalis,6 ft,2.5 ft,Pyramidal; Upright, ,Dark green foliage retains color through the year., ,Border; Foundation planting; Hedge; Screen,Full sun; Part sun,"3, 4, 5, 6, 7",Tolerates alkaline; Tolerates clay; Tolerates wet,Requires less shearing to maintain form.
1195,Techny Arborvitae,Thuja occidentalis,15 ft,15 ft,Pyramidal, ,Dark green foliage all year, ,Border; Foundation planting; Hedge; Screen,Full shade; Full sun; Part sun,"3, 4, 5, 6, 7, 8",Prefers well-drained,Shears well. Very winter hardy  but frequent breakage caused by snow and ice
1192,Techny Globe Arborvitae,Thuja occidentalis,5 ft,5 ft,Globe, ,A broad evergreen with dense  dark green foliage that holds its color in winter. Shape must be retained by diligent pruning., ,Backdrop; Border; Foundation planting; Hedge,Full sun; Part sun,"3, 4, 5, 6, 7, 8",Tolerates clay,A Techny sheared to a globe form.
1197,Techny Globe Arborvitae,Thuja occidentalis,5 ft,5 ft,Globe,Spring;     Fall;     Winter;     Summer,Trimmed to a globe shape - must be confined by pruning, , ,Full sun;     Part sun,"3, 4, 5, 6, 7, 8", ,A broad evergreen with dense  dark green foliage that holds its color in winter.
1687,Telstar Pinks,Dianthus x,10 in,10 in,Mound,Early summer; Mid-summer; Late summer,Fragrant. Clove-scented. Summer flowers in pink;  white or crimson red.,Pink; Red; White,Border; Container; Rock garden,Full sun,Annual, ,Telstar series: 'Telstar White'
2474,Tenor Phlox,Phlox paniculata,24 in,24 in,Upright,Early fall;      Late summer;      Mid-summer,"Spicy fragrance - individual trumpet-shaped flared flowers on 5"" to 8"" dense pyramidal panicles",Red,Border;      Fragrance;      Pollinator garden;     Butterfly garden,Full sun;      Part sun,"4, 5, 6, 7, 8", ,Divide every 3 - 4 years or when flower production drops - location with good air circulation. Good for pollinators. Nectar source for adult butterflies.
1310,Terra Cotta Yarrow,Achillea,36 in,24 in,Clump; Upright,Early summer; Mid-summer; Late summer,Multicolored peach/yellow summer flowers and silvery foliage,Orange; Peach; Yellow,Border; Boulevard planting; Cutting; Drying; Foundation planting; Natural planting; Pollinator garden; Prairie planting,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates dry, 
2631,The Blues Little Bluestem,Schizachyrium scoparium,36 in,36 in,Clump,Early fall;      Late summer;      Winter,Blue grass turns red in fall - seed heads silvery,Tan, ,Full sun,"4, 5, 6, 7, 8, 9",Prefers well-drained, 
2245,The Governor Lupine,Lupinus,36 in,24 in,Upright,Early summer,Spikes of flowers in blue and white,Blue;  White,Border,Full sun;      Part sun,"4, 5, 6", , 
263,The President Clematis,Clematis,12 ft,3 ft,Climbing;     Twining,Summer;     Fall, ,Purple,Cutting;      Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Flowers are purple  free and long flowering. Good cut flower and attractive seed heads.
2213,The Rocket,Ligularia stenocephala,60 in,30 in,Mound;      Upright,Late summer;      Mid-summer, ,Yellow,Border;      Natural planting;      Pollinator garden,Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist;      Prefers loam,Foliage features a mound of large toothed leaves; Yellow flower spikes bloom in mid-summer. Plant will appear wilted during the heat of the day if soil is dry but will recover later in the day. Best in filtered shade in organic moist soil
439,The Swan  Hydrangea,Hydrangea paniculata,7 ft,8 ft,Upright,Fall; Winter,Conical panicles of large white flowers emerge mid-late summer. Plant continues to bloom through fall; flowers take on pink hue late in the season. Leave dried flowers on plant for winter interest.,White, ,Full sun,"4, 5, 6, 7, 8",Adaptable; Prefers evenly-moist; Tolerates alkaline,Large flower petals. Hybridized by Jelena DeBelder of Belgium. Proven Winner¨ ColorChoice¨ Program. Blooms on new wood.
997,Therese Bugnet Rose,Rosa rugosa,5 ft,5 ft,Climbing,Summer;      Winter,Large;  fragrant lilac pink flowers all summer; winter reddish stems,Pink,Border;      Foundation planting;      Fragrance;      Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Own root. Hybridized by Bugnet; Year of Registration or Introduction: 1950. Good for pollinators.
776,Theve's Poplar,Populus nigra,60 ft,10 ft,Columnar,Fall,Fall yellow foliage, ,Screen;      Windbreak,Full sun;      Part sun,"2, 3, 4, 5, 6, 7, 8, 9",Adaptable,Fast growing. Short lived plant; female tree. Longer lived and more disease free than Lombardy Poplar.
1032,Thimbleberry,Rubus parviflorus,6 ft,5 ft,Rounded; Upright, ,Fuzzy maple-like leaves. Red aggregate fruit.,White,Attract wildlife; Edible landscape; Fruit; Native; Natural planting; Pollinator garden,Full sun; Part sun,"2, 3, 4, 5, 6, 7, 8, 9",Adaptable,Good for pollinators.
367,Thornless Cockspur Hawthorn,Crataegus crus-galli var. inermis,25 ft,25 ft,Upright, ,Small white flowers bloom profusely in early spring. Fall foliage ranges from orange-red-purple. Fruit ripens to a deep red in fall.,White,Screen,Full sun; Part sun,"4, 5, 6, 7",Adaptable; Prefers well-drained; Tolerates dry; Tolerates sandy soil,Tree tolerates pollution
413,Thornless Honeylocust,Gleditsia triacanthos inermis,60 ft,50 ft,Open; Upright, ,Green summer foliage turns yellow in fall. Yellow-green flowers resemble fluffy catkins and bloom from mid spring-early summer. Flowers give way to green;  twisted seed pods that turn purple in fall., ,Street tree,Full sun,"4, 5, 6, 7",Adaptable; Prefers evenly-moist; Tolerates alkaline; Tolerates dry; Tolerates sandy soil,Winter hardiness is a concern. Good for street use but not under utility lines. Draught tolerant.
113,Thornless Japanese Barberry,Berberis thunbergii,5 ft,6 ft,Rounded, ,Green summer foliage turns a brilliant orange-red in fall., ,Border; Foundation planting; Pollinator garden,Full sun; Part sun,"4, 5, 6, 7",Tolerates alkaline,Good for pollinators. Blooms on old wood. Prune after blooming.
183,Threadleaf Falsecypress,Chamaecyparis pisifera filifera,12 ft,15 ft,Weeping, ,Drooping branches and finely textured evergreen foliage all year., ,Focal point,Full sun,"4, 5, 6, 7, 8", , 
